latitude,longitude,elevation,distance,cumulative_distance
45.49001,-73.567725,24.4,0.0,0.0
45.490096,-73.567635,23.6,4.240497011229853,85.83903337451484
45.490944,-73.569344,20.2,3.8028421224979683,254.4787968723776
45.491638,-73.57063,21.6,3.256117030257426,384.5722955521268
45.492288,-73.572173,29.6,3.5488328844545998,531.7278412339339
45.492906,-73.573562,39.0,2.1287661261512367,666.5944871212379
45.493664,-73.574861,47.6,0.0,803.144738179115
45.494218,-73.576262,47.6,2.7371179722068852,934.6620067280431
45.494682,-73.577421,50.8,2.6733160679443846,1048.3771691367024
45.495187,-73.578445,50.8,0.0,1149.6151350787811
45.49528,-73.579328,53.4,5.496276700421392,1236.6050769276578
45.495299,-73.581568,61.0,4.633712633269345,1492.4374231830666
45.496266,-73.583834,69.2,0.0,1708.9264456529056
45.496349,-73.583972,69.2,0.2356250928869965,1724.706220419995
45.496349,-73.585914,80.0,4.545705264366446,1893.5682388238492
45.497267,-73.585869,86.6,2.642067354565699,2044.6839821156539
45.498726,-73.584813,83.2,3.273347793731195,2231.3170216896997
45.49935,-73.584058,84.0,3.4977162751316078,2324.294141271082
45.500656,-73.582733,83.2,3.129923933126462,2505.82434254269
45.501744,-73.581491,79.6,3.2732464219111463,2664.2483736868166
45.502538,-73.582477,86.6,3.373134871433757,2811.20317908706
45.502694,-73.583194,100.6,2.9305824714187656,2900.651022569756
45.503459,-73.583181,108.8,2.5815117402882866,2993.528224395801
45.503619,-73.58345,119.6,0.0,3038.8451374103024
45.50399,-73.584051,128.2,0.0,3106.40871676487
45.504688,-73.584518,135.0,3.4882030737837093,3212.482409969633
45.505939,-73.584563,139.6,3.2692032070702854,3361.5489073538297
45.507443,-73.584544,136.6,3.698787842866193,3531.4533200816763
45.508976,-73.585152,130.2,0.0,3712.771551737891
45.510131,-73.586355,125.6,2.3166098245236357,3874.9582422835724
45.511104,-73.588038,128.0,2.6417162880189538,4050.070036481812
45.511056,-73.589478,135.0,2.0642484562405645,4185.123636339888
45.510736,-73.589446,148.2,2.5055572218521793,4246.375297476948
45.510589,-73.589498,158.6,0.0,4269.152602155736
45.510499,-73.589458,168.4,0.1358635407539387,4280.25747028336
45.51041,-73.589293,178.6,3.147091182606639,4299.008730282908
45.510186,-73.589434,189.6,0.0,4328.340261932129
45.509914,-73.589632,201.4,0.0,4369.68695971637
45.509949,-73.590195,206.8,0.0,4418.828075234517
45.509277,-73.590234,217.2,2.0103723852073183,4526.999817395798
45.508822,-73.58983,228.2,0.0,4591.770714142126
45.508518,-73.589549,230.2,0.0,4634.7325507740725
45.508582,-73.590611,222.8,0.0,4786.119404134999
45.508714,-73.590637,222.4,0.0,4801.34850627552
45.509114,-73.590042,221.0,0.0,4879.75571360615
45.50807,-73.590074,228.8,3.821488849843101,5009.689856589546
45.507939,-73.590624,222.0,0.0,5066.41610054557
45.508118,-73.591098,208.8,0.0,5122.899902854642
45.507306,-73.591789,209.6,3.738177072763389,5231.37550556962
45.505894,-73.593043,197.2,3.2488525267802975,5417.56155545082
45.504227,-73.593504,190.6,3.2570385845355707,5609.505708037742
45.503245,-73.594099,187.4,3.548717688138437,5731.388793852349
45.502189,-73.595667,181.6,2.888316068917456,5905.927823619767
45.501462,-73.597638,177.8,2.430080743741229,6083.296016103054
45.50031,-73.599245,170.0,3.0117106372218307,6264.307966061239
45.499066,-73.599693,166.2,0.0,6424.238446725132
45.499014,-73.599693,166.8,2.8884373852550573,6434.008913443868
45.499062,-73.599721,166.8,0.11114153093605549,6441.283948743266
45.499077,-73.599678,166.4,0.0,6447.4644358565465
45.499065,-73.599638,166.4,0.13587245734714917,6451.550509178365
45.499054,-73.599599,166.4,0.0,6455.393853764304
45.498397,-73.600237,166.8,2.1814151550155256,6558.530960273579
45.497482,-73.600915,170.8,0.0,6687.528218890723
45.496691,-73.602118,159.8,3.0380907421352017,6820.860684777891
45.495853,-73.602099,150.6,3.2231025728302045,6928.19896936933
45.494659,-73.603098,148.0,2.7004571911216306,7105.745922368616
45.494141,-73.604134,156.4,0.0,7212.774190684885
45.493786,-73.604678,166.6,1.9961130375777785,7273.159789743025
45.493539,-73.603546,175.8,2.5234685641150563,7379.852252635789
45.493107,-73.60409,186.8,0.0,7503.8879115391765
45.492355,-73.603514,187.4,3.0631480534086934,7625.217137300004
45.491507,-73.604179,189.8,0.0,7736.311723507125
45.491507,-73.604179,190.8,0.0,7736.311723507125
45.492694,-73.603373,188.0,2.8178408584105457,7887.8634333503105
45.493386,-73.603034,180.8,3.0442880414803803,8061.604425548115
45.49311,-73.600992,171.6,2.3168925423523903,8239.401326902847
45.493558,-73.599584,167.2,2.1389480789957753,8370.898341822698
45.493802,-73.599174,156.0,2.0481242555079104,8418.12801117127
45.493584,-73.598534,145.2,3.49789638749461,8489.22107893081
45.493869,-73.59719,135.4,0.0,8662.70966913222
45.493888,-73.595469,127.0,3.130067799976465,8831.993804908556
45.494462,-73.593034,119.0,4.710967050872049,9036.925737126065
45.494861,-73.590835,116.8,3.048441765312933,9216.629170655675
