time,latitude,longitude,elevation,distance,cumulative_distance,duration,cumulative_duration
2024-06-27 23:07:18+00:00,45.489114,-73.567987,18.4,0.0,0.0,0.0,0.0
2024-06-27 23:08:16+00:00,45.489072,-73.568,18.2,0.0,4.777313804330907,1.0,58.0
2024-06-27 23:09:13+00:00,45.487386,-73.568838,17.4,0.0,207.00166039621425,1.0,115.0
2024-06-27 23:10:10+00:00,45.48592,-73.570266,18.0,4.987616237615445,416.84666715010883,1.0,172.0
2024-06-27 23:11:08+00:00,45.485127,-73.571621,16.6,0.7272123808230394,559.2818355058553,1.0,230.0
2024-06-27 23:12:05+00:00,45.484374,-73.573229,16.0,3.346595297680299,716.697485447127,1.0,287.0
2024-06-27 23:13:02+00:00,45.483277,-73.574861,17.2,4.4367947016790605,898.572372605951,1.0,344.0
2024-06-27 23:14:00+00:00,45.48265,-73.57575,16.8,2.6424377545144524,1004.8338419234635,1.0,402.0
2024-06-27 23:14:57+00:00,45.481629,-73.577517,16.4,3.2739213712370785,1190.6397421828601,1.0,459.0
2024-06-27 23:15:54+00:00,45.481526,-73.577638,15.4,0.0,1205.7749344314486,1.0,516.0
2024-06-27 23:16:51+00:00,45.480858,-73.578829,16.4,0.0,1328.615074067433,1.0,573.0
2024-06-27 23:17:49+00:00,45.482144,-73.580742,15.4,2.618921924581216,1538.5543234783288,1.0,631.0
2024-06-27 23:18:46+00:00,45.483078,-73.581984,16.8,1.6016560081649078,1683.8546639017277,1.0,688.0
2024-06-27 23:19:43+00:00,45.483741,-73.582976,18.8,0.0,1792.2082365005,1.0,745.0
2024-06-27 23:20:42+00:00,45.484195,-73.583878,24.8,2.581797178023342,1885.2093516126629,1.0,804.0
2024-06-27 23:21:39+00:00,45.485069,-73.585395,40.2,3.069333601407889,2042.4785356429968,1.0,861.0
2024-06-27 23:22:36+00:00,45.485968,-73.586832,47.8,4.4788342526243685,2195.4880194314574,1.0,918.0
2024-06-27 23:23:33+00:00,45.486496,-73.588474,48.6,3.5295838418359518,2343.467392879635,1.0,975.0
