latitude,longitude,elevation,distance,cumulative_distance
45.478236,-73.622583,96.0,0.0,0.0
45.477913,-73.621875,96.0,2.685891181697293,67.16874330892333
45.477389,-73.62147,96.0,3.4246851098357363,148.75541625008262
45.47675,-73.620953,94.0,2.951517697757746,236.39161756528236
45.476328,-73.620136,94.0,3.068895534467453,317.8319638741097
45.475727,-73.619066,95.0,3.346879152275773,425.8587712745322
45.47527,-73.618066,92.0,3.4533953022841164,519.2492625912402
45.47479,-73.617052,90.0,3.1353942584097565,614.989650362945
45.474348,-73.616037,87.0,3.648467063701323,708.7647010863124
45.473794,-73.615532,85.0,3.2614117410621946,800.423120576082
45.473085,-73.616136,81.0,3.1683113876489144,892.9124013855976
45.472336,-73.616727,79.0,3.3657503421469204,988.6540481240095
45.471653,-73.61739,81.0,3.3629952818790683,1080.664215535688
45.470977,-73.618007,79.0,3.118658716606983,1170.2942999946447
45.470251,-73.6185,79.0,2.7466324114803036,1260.7832271570453
45.469568,-73.61916,79.0,2.395632981881414,1353.269205211451
45.469,-73.619726,78.0,2.0106731954574784,1431.5803667381078
45.468193,-73.620281,78.0,3.9530917995118307,1532.5613240323912
45.467688,-73.621146,79.0,2.8896340746997904,1623.3176150227055
45.467321,-73.621939,78.0,3.27379994186415,1704.992783204676
45.466784,-73.621036,77.0,3.711095277627435,1799.2216927643503
45.466323,-73.620114,76.0,3.1644634398872427,1887.982759537556
45.466105,-73.619785,76.0,2.608675108782225,1977.488784275966
45.46646,-73.620531,76.0,2.395700573374408,2048.664355111775
45.466827,-73.621345,76.0,2.743151484072101,2125.1668098754617
45.467101,-73.622186,76.0,0.0,2198.624223712028
45.467474,-73.622858,76.0,2.319711028451433,2266.6888713639446
45.467848,-73.623665,76.0,2.881916312677707,2343.957333587598
45.468221,-73.624535,79.0,2.689000434249907,2424.034508309681
45.468623,-73.625399,78.0,2.820765802989906,2505.970909062379
45.468984,-73.626253,77.0,2.987655406777351,2585.117213760088
45.469387,-73.62714,76.0,3.013406757309147,2668.7841325286754
45.469767,-73.627985,75.0,3.7109712962202996,2749.4061661772917
45.47005,-73.628691,75.0,2.2466150715772004,2815.5609796608032
45.470466,-73.629486,75.0,2.7011074548697427,2894.446264865156
45.470808,-73.630363,75.0,2.825141680582071,2975.2274550058637
45.471191,-73.631288,75.0,3.072200237599178,3060.9133583322496
45.471615,-73.632163,73.0,2.9139656657890076,3145.656082825996
45.472057,-73.633112,71.0,3.421820592167218,3235.4394401573622
45.472414,-73.634028,69.0,2.036137272333016,3320.2353653469004
45.472791,-73.634889,68.0,2.9420017316319775,3400.4650005668514
45.473191,-73.635799,66.0,3.1982017444570805,3484.739175487339
45.473587,-73.636729,66.0,3.2317006946067623,3570.589392588081
45.474007,-73.637645,65.0,2.9046883941702415,3657.383031911194
45.474384,-73.638483,64.0,0.0,3735.904851167074
45.47482,-73.639327,63.0,3.1322957260051143,3819.135828022513
45.47522,-73.640277,62.0,3.069687119348551,3906.5263450709335
45.475653,-73.641031,62.0,3.489596210779488,3989.5703519886074
45.476283,-73.640203,62.0,2.7970148901885445,4085.589747319432
45.476622,-73.639449,63.0,2.54569581329082,4166.200463025669
45.476741,-73.63838,64.0,3.0675932551569853,4252.498298825798
45.476839,-73.637308,63.0,3.1214754391763186,4339.392242512093
45.476701,-73.636623,64.0,0.0,4401.21514991295
45.47682,-73.635568,63.0,3.045137515665204,4485.325254930845
45.477052,-73.634626,65.0,2.751795254476146,4564.0424327472365
45.477466,-73.633636,66.0,2.2918709224933034,4660.6576207093485
45.477867,-73.632672,68.0,3.135436369727417,4749.610173349989
45.478049,-73.631655,70.0,3.2228488644542908,4839.028093954346
45.478317,-73.630652,72.0,3.2128407544750877,4924.541667854398
45.478322,-73.629582,74.0,2.816963198714179,5010.068409814255
45.478472,-73.628681,77.0,2.7008924278540456,5084.768415682585
45.478797,-73.627694,79.0,2.9741685546445398,5172.615277947832
45.478968,-73.626708,80.0,3.045027423292142,5255.294967963534
