time,latitude,longitude,elevation,distance,cumulative_distance,duration,cumulative_duration
2024-04-04 23:06:36+00:00,45.48945,-73.567533,41.0,0.0,0.0,0.0,0.0
2024-04-04 23:07:32+00:00,45.48999,-73.567494,40.0,2.8178432922831624,80.52540721820469,1.0,56.0
2024-04-04 23:08:28+00:00,45.490752,-73.568774,36.0,2.248203265936937,218.07911743823126,1.0,112.0
2024-04-04 23:09:23+00:00,45.491277,-73.569971,35.6,0.0,333.24560159503267,1.0,167.0
2024-04-04 23:10:19+00:00,45.491811,-73.571046,39.4,3.8719580011088457,441.89787586888775,1.0,223.0
2024-04-04 23:11:14+00:00,45.492592,-73.572237,47.6,2.4936140891776573,581.4283241747912,1.0,278.0
2024-04-04 23:12:10+00:00,45.493328,-73.573542,58.4,2.6421672846684885,716.4776418093593,1.0,334.0
2024-04-04 23:13:06+00:00,45.494102,-73.575136,63.0,2.2658328943883728,874.469128714252,1.0,390.0
2024-04-04 23:14:01+00:00,45.494861,-73.576986,67.0,3.532769422232261,1043.9595031158312,1.0,445.0
2024-04-04 23:14:57+00:00,45.495229,-73.578118,70.0,2.6194689195324963,1152.291117132804,1.0,501.0
2024-04-04 23:15:52+00:00,45.495744,-73.579226,70.4,0.0,1260.659345693962,1.0,556.0
2024-04-04 23:16:48+00:00,45.496464,-73.580659,75.6,3.068924544568476,1408.5355385347889,1.0,612.0
2024-04-04 23:17:44+00:00,45.497056,-73.581389,79.4,2.8770738008695704,1548.9225387988533,1.0,668.0
2024-04-04 23:18:39+00:00,45.497859,-73.582438,89.2,1.982268379874488,1699.7239197935276,1.0,723.0
2024-04-04 23:19:35+00:00,45.49849,-73.58384,100.4,3.302873541286206,1834.6747966108098,1.0,779.0
2024-04-04 23:20:30+00:00,45.498912,-73.58441,104.2,0.0,1903.2864613638847,1.0,834.0
2024-04-04 23:21:26+00:00,45.499152,-73.585235,112.8,2.888432608019812,1974.2972037246393,1.0,890.0
2024-04-04 23:22:22+00:00,45.499501,-73.585664,124.4,2.333731902699168,2106.136495213862,1.0,946.0
2024-04-04 23:23:17+00:00,45.499648,-73.585747,129.2,0.0,2130.203538061399,1.0,1001.0
2024-04-04 23:24:13+00:00,45.499664,-73.586214,140.2,0.0,2176.316747999778,1.0,1057.0
2024-04-04 23:25:08+00:00,45.499776,-73.586726,145.0,0.0,2220.80920277806,1.0,1112.0
2024-04-04 23:26:04+00:00,45.50023,-73.586944,150.8,2.3434145882050434,2283.034864420416,1.0,1168.0
2024-04-04 23:27:00+00:00,45.500362,-73.58768,163.2,2.7003044131626224,2347.356018248767,1.0,1224.0
2024-04-04 23:27:55+00:00,45.500445,-73.58841,175.0,0.0,2410.348571042587,1.0,1279.0
2024-04-04 23:28:51+00:00,45.500518,-73.588832,184.0,0.0,2453.2281231514366,1.0,1335.0
2024-04-04 23:29:46+00:00,45.501165,-73.588186,182.4,2.641968461871553,2546.5644666578773,1.0,1390.0
2024-04-04 23:30:42+00:00,45.50216,-73.586893,177.0,2.860708671197971,2699.9156172665403,1.0,1446.0
2024-04-04 23:31:38+00:00,45.503443,-73.585722,170.2,3.1504370208035897,2871.5338334443672,1.0,1502.0
2024-04-04 23:32:33+00:00,45.504682,-73.58473,165.6,0.0,3032.733148273507,1.0,1557.0
2024-04-04 23:33:29+00:00,45.505517,-73.584742,164.6,4.607721889594563,3128.0136216422775,1.0,1613.0
2024-04-04 23:34:24+00:00,45.506909,-73.584493,162.8,2.3806091290960274,3286.33916120422,1.0,1668.0
2024-04-04 23:35:20+00:00,45.508346,-73.584742,155.6,3.556534769105715,3451.478935015235,1.0,1724.0
2024-04-04 23:36:16+00:00,45.509619,-73.585747,149.2,3.7381101285277993,3617.8482816428054,1.0,1780.0
2024-04-04 23:37:11+00:00,45.510742,-73.587168,145.8,0.0,3787.845567240455,1.0,1835.0
2024-04-04 23:38:07+00:00,45.510899,-73.587763,146.8,1.1579211661440683,3840.239402745521,1.0,1891.0
2024-04-04 23:39:02+00:00,45.511126,-73.589158,154.4,2.587956280855747,3959.3899863743477,1.0,1946.0
2024-04-04 23:39:58+00:00,45.510986,-73.589498,159.0,0.0,3996.1009138165264,1.0,2002.0
2024-04-04 23:40:55+00:00,45.510787,-73.589555,170.4,0.0,4022.842814725325,1.0,2059.0
2024-04-04 23:41:50+00:00,45.510616,-73.589555,175.0,0.13586344848443474,4042.3300974076105,1.0,2114.0
2024-04-04 23:42:46+00:00,45.510541,-73.58953,183.0,2.1116933427899305,4051.283771956382,1.0,2170.0
2024-04-04 23:43:41+00:00,45.510428,-73.589501,190.4,0.11114175237807061,4064.4046946988105,1.0,2225.0
2024-04-04 23:44:37+00:00,45.510432,-73.589312,200.4,2.3158567934289476,4084.633592924196,1.0,2281.0
2024-04-04 23:45:33+00:00,45.510406,-73.589261,202.2,0.0,4089.593306900032,1.0,2337.0
2024-04-04 23:46:28+00:00,45.510284,-73.589279,209.4,0.13586370870514203,4106.994108445067,1.0,2392.0
2024-04-04 23:47:24+00:00,45.510186,-73.589389,214.4,0.0,4121.3703553041905,1.0,2448.0
2024-04-04 23:48:19+00:00,45.51009,-73.589508,218.0,0.23561929342646154,4135.808311412689,1.0,2503.0
2024-04-04 23:49:15+00:00,45.509933,-73.589734,223.8,1.9818569009685771,4163.975508667386,1.0,2559.0
2024-04-04 23:50:12+00:00,45.509827,-73.589562,228.0,0.0,4184.120788035163,1.0,2616.0
2024-04-04 23:51:07+00:00,45.509814,-73.589453,228.8,0.0,4192.777203420078,1.0,2671.0
2024-04-04 23:52:03+00:00,45.509968,-73.588499,226.4,0.0,4275.645097223227,1.0,2727.0
2024-04-04 23:52:58+00:00,45.509709,-73.588096,229.2,0.0,4323.057854200238,1.0,2782.0
2024-04-04 23:53:54+00:00,45.509776,-73.58743,215.6,0.0,4381.617020147988,1.0,2838.0
2024-04-04 23:54:49+00:00,45.509357,-73.586739,212.8,2.3433463222091415,4456.199073759921,1.0,2893.0
2024-04-04 23:55:45+00:00,45.508883,-73.58615,208.0,2.175647511322311,4529.389294117466,1.0,2949.0
2024-04-04 23:56:41+00:00,45.508362,-73.585818,209.4,2.343353749525727,4598.704136291772,1.0,3005.0
2024-04-04 23:57:36+00:00,45.507718,-73.585536,211.6,2.5989061091249988,4675.810581307969,1.0,3060.0
2024-04-04 23:58:32+00:00,45.507434,-73.585395,203.6,2.930465034372136,4710.673054850966,1.0,3116.0
2024-04-04 23:59:27+00:00,45.507062,-73.585261,195.4,0.0,4755.626225377803,1.0,3171.0
2024-04-05 00:00:24+00:00,45.506378,-73.585286,201.8,0.0,4835.99005083765,1.0,3228.0
2024-04-05 00:01:20+00:00,45.50576,-73.585664,205.8,0.0,4912.175352320489,1.0,3284.0
