latitude,longitude,elevation,distance,cumulative_distance
45.489114,-73.567987,18.4,0.0,0.0
45.489072,-73.568,18.2,0.0,4.777313804330907
45.487386,-73.568838,17.4,0.0,207.00166039621425
45.48592,-73.570266,18.0,4.987616237615445,416.84666715010883
45.485127,-73.571621,16.6,0.7272123808230394,559.2818355058553
45.484374,-73.573229,16.0,3.346595297680299,716.697485447127
45.483277,-73.574861,17.2,4.4367947016790605,898.572372605951
45.48265,-73.57575,16.8,2.6424377545144524,1004.8338419234635
45.481629,-73.577517,16.4,3.2739213712370785,1190.6397421828601
45.481526,-73.577638,15.4,0.0,1205.7749344314486
45.480858,-73.578829,16.4,0.0,1328.615074067433
45.482144,-73.580742,15.4,2.618921924581216,1538.5543234783288
45.483078,-73.581984,16.8,1.6016560081649078,1683.8546639017277
45.483741,-73.582976,18.8,0.0,1792.2082365005
45.484195,-73.583878,24.8,2.581797178023342,1885.2093516126629
45.485069,-73.585395,40.2,3.069333601407889,2042.4785356429968
45.485968,-73.586832,47.8,4.4788342526243685,2195.4880194314574
45.486496,-73.588474,48.6,3.5295838418359518,2343.467392879635
45.4868,-73.589517,48.8,4.583001305793709,2440.3323927313245
45.487482,-73.591277,49.0,3.529538051577802,2600.250346500751
45.487635,-73.591827,48.4,2.737383349978578,2649.517918274971
45.487034,-73.593946,49.8,3.529558112633845,2832.7267986557845
45.487414,-73.595827,50.2,2.8349292772491665,3014.3007774674134
45.488112,-73.597293,66.4,0.0,3155.539205770682
45.48849,-73.598189,78.8,2.5407634863408393,3242.135281957595
45.488982,-73.59936,91.2,3.0691931399573673,3351.681278576177
45.489392,-73.600179,101.6,0.0,3434.2888996465163
45.489574,-73.601069,107.6,3.0119681123680095,3517.398385468873
45.489235,-73.603142,112.2,2.989225996906673,3689.606704882997
45.488787,-73.605005,116.2,0.0,3847.557534015522
45.48911,-73.606291,127.4,0.0,3963.729640204786
45.489277,-73.606656,137.8,2.0596623884582086,4006.886765617064
45.489328,-73.607226,150.4,0.0,4057.027237944759
45.489488,-73.607526,162.8,3.038124299557833,4093.161330921908
45.489709,-73.607392,167.4,2.048159664646005,4125.486539547326
