latitude,longitude,elevation,distance,cumulative_distance
45.465974,-73.619514,71.4,0.0,0.0
45.466406,-73.620269,72.2,2.7256066067341833,79.03024012533156
45.467011,-73.6216,74.0,0.0,205.33181869342155
45.46775,-73.621453,74.8,0.0,324.7686989212396
45.468285,-73.620471,74.4,0.838517550456014,424.6018231921381
45.468576,-73.62136,74.8,2.8806299808040094,505.1204043236504
45.469226,-73.62256,78.0,5.527310456947425,625.2997238596835
45.469898,-73.622004,79.0,0.9085209535875708,712.2088721084231
45.470586,-73.621408,78.0,10.152004483637258,802.2555319085393
45.471391,-73.620656,80.4,3.5864756890427585,909.647228200053
45.472381,-73.619814,80.4,5.5272035568291145,1038.3168518144482
45.473231,-73.619037,81.0,2.638476769536602,1150.9490653769512
45.47376,-73.618487,81.4,0.6794609682708913,1223.9482614074825
45.474493,-73.617893,84.8,2.044809125953629,1318.2006552549535
45.474939,-73.617458,85.4,1.238880378702781,1378.9801323326571
45.475514,-73.616928,90.2,3.0239072311923616,1456.1370898523494
45.476146,-73.616356,92.6,1.7760494670986309,1539.9666322262906
45.476855,-73.615709,95.6,3.0811387586794603,1634.2272302831202
45.477424,-73.615138,97.8,2.7830480508334454,1712.4972865044547
45.478298,-73.614374,99.6,3.1507377456245833,1826.6767916508813
45.479146,-73.613472,102.6,2.766631756411227,1944.9361675441228
45.479826,-73.612613,106.0,2.0980203065872653,2046.3643286007746
45.480199,-73.612106,106.6,1.342829622184871,2106.968406551011
45.480611,-73.611123,103.4,2.1817088103747255,2207.8938128612494
45.481473,-73.610506,104.2,4.2713083752568295,2316.2555289693137
45.482271,-73.609734,104.2,2.746516072403878,2423.7641045689493
45.482931,-73.609144,104.6,3.2302429698812976,2511.350155944653
45.483593,-73.609482,107.4,2.6304237802856383,2612.818379256254
45.484078,-73.610288,112.2,2.763403438040659,2696.816867215785
45.484476,-73.6111,119.8,2.3778847544225843,2774.711980980017
45.484843,-73.611942,127.6,1.9825773776752753,2854.1120325852617
45.48518,-73.612681,135.4,0.5584217939997344,2924.2920677537254
45.485231,-73.612878,135.4,0.3318771062264254,2941.07107834984
45.485286,-73.613078,139.6,0.513778216912868,2958.1491904588847
45.485404,-73.613428,147.6,0.8626504904195609,2989.2326984274596
45.48581,-73.61422,147.0,3.263297097319027,3066.1946620637245
45.48649,-73.614854,147.6,2.845871252302909,3177.7051558060944
45.486941,-73.614266,154.4,2.4458745651064775,3246.2802191816254
45.487583,-73.613669,161.2,2.2659107321992935,3332.6596341937975
45.487959,-73.612832,165.0,3.0990447274371706,3413.0323195249025
45.488107,-73.611476,167.0,4.553719571264985,3521.7210385471826
45.488557,-73.610227,169.6,12.076593383670314,3633.3072232724744
45.488985,-73.609287,172.4,2.430426202024206,3721.3645925384235
45.48943,-73.608262,178.0,2.4967263742374706,3816.2617251460533
45.489629,-73.607562,181.8,1.327416858742549,3875.6556336623316
45.490093,-73.606829,190.8,2.072091759361283,3953.7901216688742
45.490529,-73.606432,195.2,1.0739240773305785,4012.797264358252
45.49113,-73.605568,199.8,0.0,4110.899320613945
45.491351,-73.604958,199.8,0.6636904860701991,4164.905658414299
45.491425,-73.604653,199.8,0.6636897130753677,4190.159281309207
45.491501,-73.604339,199.4,0.7378088153634424,4216.146410791529
45.492259,-73.603494,196.2,2.908540851232414,4325.2595334210955
45.492911,-73.604064,196.2,4.460365331297047,4437.591660316463
45.493114,-73.605395,195.4,2.678531523970376,4545.96089768554
45.493291,-73.606786,195.2,3.1345850667934614,4657.433732647847
45.49303,-73.60816,196.4,0.0,4773.923270860356
45.492262,-73.609018,193.0,2.339649286669269,4883.863236498828
45.491482,-73.609999,193.6,3.227227092917898,5000.129693133999
45.49097,-73.610599,196.2,0.2717575414473788,5075.3467655293825
45.490877,-73.610663,196.2,0.3424650257991875,5087.083946708105
45.49056,-73.610861,196.6,0.0,5125.976563456576
45.490006,-73.609696,198.6,0.0,5239.142670648129
45.48902,-73.610237,183.0,3.0809362653383254,5373.068637885326
45.488176,-73.609732,164.6,2.1300800745306945,5475.503790190109
45.487528,-73.609317,142.4,2.3833658205130708,5554.883606162729
45.487243,-73.609061,136.6,0.3836569061086403,5593.958078631546
45.487198,-73.608925,136.6,0.3318668602166052,5605.804503406205
45.486719,-73.607776,126.6,2.8770135235485137,5710.562321085289
45.485878,-73.607386,116.2,0.0,5844.875431685724
45.485162,-73.606886,108.8,0.3334237750896031,5940.385363978481
45.485017,-73.606843,108.4,1.5990302784286279,5961.420683344109
45.484093,-73.607719,104.4,7.564800186930861,6086.148621162885
45.483263,-73.608493,103.8,3.091906507017778,6196.901805982925
45.482699,-73.609058,103.8,1.0870817461999474,6293.995999701573
45.482304,-73.609376,103.8,2.956521165279366,6344.938635944788
45.481445,-73.610147,103.4,3.2511109249708916,6459.31138662999
45.480548,-73.610789,103.4,3.1146107404861776,6572.752688028583
45.479756,-73.610995,101.6,4.813804833137407,6688.403248665923
45.4793,-73.60998,94.8,0.6714148504768248,6787.536171651214
45.479058,-73.609977,93.4,4.222835462897978,6815.893413230218
45.478241,-73.611107,93.0,4.706082097054548,6942.910330494791
45.477379,-73.612192,91.8,4.894856545322778,7072.005587024328
45.47646,-73.613169,90.6,0.27178017117045694,7200.680607482034
45.476391,-73.613245,90.6,0.27178027929546106,7210.421275955751
45.47632,-73.613322,90.6,0.2717803891557508,7220.382347789101
45.475434,-73.614035,87.6,2.3435995128107443,7333.977666575309
45.474509,-73.614893,84.6,3.442877118868264,7457.360997308249
45.474086,-73.615283,82.6,0.0,7514.206461766595
45.473181,-73.616109,78.4,1.8759333473632174,7634.154739075707
45.472122,-73.617056,76.2,4.164013113801164,7774.736937873495
45.471072,-73.617984,77.2,4.080440447859188,7913.37587862254
45.469997,-73.618957,75.8,4.625312547817867,8056.507142801078
45.468829,-73.620019,76.2,4.348672778776588,8211.322755320114
45.4684,-73.620339,76.4,0.0,8266.200595934843
45.4684,-73.620339,76.4,0.0,8266.200595934843
45.4684,-73.620339,76.4,0.0,8266.200595934843
45.4684,-73.620339,76.4,0.0,8266.200595934843
45.467571,-73.621408,75.0,0.0,8399.2295229724
45.466725,-73.621155,74.2,8.265980667796477,8549.285529390228
45.466026,-73.619622,72.6,0.0,8692.762247460156
