time,latitude,longitude,elevation,distance,cumulative_distance,duration,cumulative_duration
2021-07-08 23:00:29+00:00,45.471885,-73.613648,65.5,0.0,0.0,0.0,0.0
2021-07-08 23:01:22+00:00,45.472342,-73.613935,68.1,6.056304992277719,66.56976698168943,2.0,53.0
2021-07-08 23:01:56+00:00,45.473051,-73.614586,71.9,10.180549429785133,167.4458083534726,3.0,87.0
2021-07-08 23:02:32+00:00,45.473857,-73.615365,72.3,8.235967277669209,284.54733842398986,3.0,123.0
2021-07-08 23:03:56+00:00,45.474595,-73.614795,75.2,5.950272512784583,378.94393548738793,2.0,207.0
2021-07-08 23:04:47+00:00,45.475372,-73.614055,77.4,6.119016014265821,483.69095523612566,2.0,258.0
2021-07-08 23:05:21+00:00,45.476161,-73.613453,80.3,10.330146936556138,584.0896037604091,3.0,292.0
2021-07-08 23:06:17+00:00,45.476886,-73.612815,82.1,6.342151685346756,680.5195539891736,2.0,348.0
2021-07-08 23:06:53+00:00,45.477781,-73.611963,83.1,9.565859415246766,801.2419182187023,3.0,384.0
2021-07-08 23:07:27+00:00,45.478526,-73.611028,83.5,8.885345155180184,912.8419666885246,3.0,418.0
2021-07-08 23:08:02+00:00,45.479241,-73.610045,83.8,6.212237535424997,1023.9351196024985,2.0,453.0
2021-07-08 23:08:38+00:00,45.479839,-73.609159,83.8,6.839658604816113,1120.5444858543647,2.0,489.0
2021-07-08 23:09:11+00:00,45.48063,-73.608337,84.2,6.494891034685356,1230.759370733463,2.0,522.0
2021-07-08 23:09:47+00:00,45.481501,-73.607555,84.9,6.9433471629430255,1345.8986425277394,2.0,558.0
2021-07-08 23:10:23+00:00,45.482264,-73.606887,85.7,5.9407187104237495,1447.7785103002843,2.0,594.0
2021-07-08 23:10:59+00:00,45.482983,-73.606145,85.1,3.378851703719781,1547.606719844503,3.0,630.0
2021-07-08 23:11:43+00:00,45.483458,-73.60474,75.6,10.073594809269549,1671.061273911649,3.0,674.0
2021-07-08 23:12:16+00:00,45.483868,-73.603436,70.1,9.876771652935947,1783.2453988458794,3.0,707.0
2021-07-08 23:12:52+00:00,45.484226,-73.602075,67.3,8.921824307206872,1898.4902245786518,3.0,743.0
2021-07-08 23:13:30+00:00,45.484476,-73.600908,65.4,8.047981401587158,1996.3765544927912,2.0,781.0
2021-07-08 23:14:06+00:00,45.48487,-73.599535,59.0,7.5616801115062335,2113.8267827828495,2.0,817.0
2021-07-08 23:14:40+00:00,45.485511,-73.598377,56.2,9.021558953485576,2229.5362390275354,3.0,851.0
2021-07-08 23:15:13+00:00,45.485942,-73.597258,55.8,8.597452356047855,2333.2517728231605,3.0,884.0
2021-07-08 23:15:49+00:00,45.48615,-73.59613,55.8,8.83636206645822,2426.6312927127997,3.0,920.0
2021-07-08 23:16:22+00:00,45.48667,-73.594979,55.8,6.2837517760661035,2536.6516059651,2.0,953.0
2021-07-08 23:16:58+00:00,45.487191,-73.593839,55.7,10.231711338997986,2644.713025467167,3.0,989.0
2021-07-08 23:17:31+00:00,45.487656,-73.592656,55.4,7.957333530407101,2751.2598626247363,2.0,1022.0
2021-07-08 23:18:04+00:00,45.488148,-73.59247,55.3,7.046657798582862,2860.1109804251737,2.0,1055.0
2021-07-08 23:18:41+00:00,45.488691,-73.593811,57.0,9.110896775346314,2981.50402514057,3.0,1092.0
2021-07-08 23:19:14+00:00,45.489279,-73.594694,61.7,9.3791277900566,3078.5824284498403,3.0,1125.0
2021-07-08 23:19:50+00:00,45.49003,-73.594053,67.0,8.201377031374298,3178.9870032379263,3.0,1161.0
2021-07-08 23:20:26+00:00,45.490072,-73.594273,73.2,11.62064195537783,3276.4691296553488,3.0,1197.0
2021-07-08 23:20:59+00:00,45.489899,-73.59496,78.3,9.608197067262257,3375.799845108491,3.0,1230.0
2021-07-08 23:21:35+00:00,45.490695,-73.594322,85.6,8.271408710184309,3478.037303679552,3.0,1266.0
2021-07-08 23:22:08+00:00,45.490473,-73.595306,92.8,8.069384540958074,3564.607452591282,3.0,1299.0
2021-07-08 23:22:44+00:00,45.49064,-73.59632,100.0,7.938690643099163,3652.2719934088673,3.0,1335.0
2021-07-08 23:23:20+00:00,45.490955,-73.596958,105.6,5.723991090801638,3713.8594501718567,3.0,1371.0
2021-07-08 23:23:53+00:00,45.491271,-73.597657,112.2,4.711548116756964,3779.7338563640114,2.0,1404.0
2021-07-08 23:24:29+00:00,45.491708,-73.598614,121.0,2.335611897365725,3870.691391015852,2.0,1440.0
2021-07-08 23:25:20+00:00,45.492406,-73.59848,127.0,3.1364069061761333,3959.5994710118525,2.0,1491.0
2021-07-08 23:26:12+00:00,45.493258,-73.598282,137.2,8.792447329735628,4067.8736058468194,3.0,1543.0
2021-07-08 23:26:45+00:00,45.493624,-73.598805,146.9,5.7521101391060165,4135.2473833735285,3.0,1576.0
2021-07-08 23:27:21+00:00,45.49293,-73.599322,152.1,10.172334896582658,4226.890192524138,3.0,1612.0
2021-07-08 23:27:59+00:00,45.492674,-73.600312,155.1,3.2355829837082384,4316.252266895243,2.0,1650.0
2021-07-08 23:28:38+00:00,45.492366,-73.600963,161.7,4.5392261179209745,4383.785631457505,3.0,1689.0
2021-07-08 23:29:19+00:00,45.492988,-73.60127,171.2,9.035628244601497,4464.912845997478,3.0,1730.0
2021-07-08 23:29:52+00:00,45.493145,-73.602357,176.3,3.777631110202871,4554.390663269288,2.0,1763.0
2021-07-08 23:30:25+00:00,45.493351,-73.603314,181.5,3.519282177803256,4639.740532006021,2.0,1796.0
2021-07-08 23:31:01+00:00,45.493091,-73.604128,188.4,2.6895373363077226,4713.092671289991,2.0,1832.0
2021-07-08 23:31:45+00:00,45.492892,-73.604922,193.3,6.599878476311118,4792.577460016222,3.0,1876.0
2021-07-08 23:32:21+00:00,45.492931,-73.606076,196.2,7.858698784664632,4888.7567057792085,3.0,1912.0
2021-07-08 23:32:54+00:00,45.493052,-73.60704,196.3,4.592084255985094,4968.631521139612,2.0,1945.0
2021-07-08 23:33:30+00:00,45.492706,-73.60837,195.4,11.57758267041875,5081.143711833922,3.0,1981.0
2021-07-08 23:34:24+00:00,45.491991,-73.608748,197.4,7.830380602457712,5170.070065492538,3.0,2035.0
2021-07-08 23:35:02+00:00,45.491505,-73.60908,194.6,7.042435885066627,5262.41261561864,2.0,2073.0
2021-07-08 23:35:38+00:00,45.490926,-73.610137,192.4,7.1967447003878355,5374.917675904431,2.0,2109.0
2021-07-08 23:36:27+00:00,45.490404,-73.611062,187.6,12.45560545211068,5475.980967920723,3.0,2158.0
2021-07-08 23:37:05+00:00,45.49065,-73.612418,180.9,6.587430406952158,5613.394447111742,2.0,2196.0
2021-07-08 23:37:39+00:00,45.491154,-73.613601,179.7,10.499033063512183,5723.042276708724,3.0,2230.0
2021-07-08 23:38:12+00:00,45.491228,-73.614732,177.8,10.384944020312805,5829.584994526898,3.0,2263.0
2021-07-08 23:38:50+00:00,45.490754,-73.615881,171.2,7.64397005069369,5959.365215733733,2.0,2301.0
2021-07-08 23:39:24+00:00,45.491483,-73.616375,169.3,6.172957526015641,6065.363701128581,3.0,2335.0
2021-07-08 23:40:07+00:00,45.491491,-73.617098,161.2,6.283992784346495,6174.465729947202,2.0,2378.0
2021-07-08 23:40:43+00:00,45.492221,-73.617544,153.4,4.076334222032609,6271.186252380776,2.0,2414.0
